age_scal,time_spent_scal,income_scal,age_scal,gender,time_spent,platform,interests,location,demographics,profession,income,indebt,isHomeOwner,Owns_Car,gender_Encoded,platform_Encoded,interests_Encoded,location_Encoded,demographics_Encoded,profession_Encoded,indebt_Encoded,isHomeOwner_Encoded,Owns_Car_Encoded
-0.4436998904721654,-1.5883688921990322,-0.24003630227171935,35,female,1,Instagram,Lifestlye,Australia,Urban,Marketer Manager,14305,True,True,False,0,1,0,0,2,0,1,1,0
-1.4814209841257435,1.56550331867023,-0.6789726573189516,21,male,9,Instagram,Travel,United States,Rural,Marketer Manager,13007,False,True,True,1,1,2,2,0,0,0,1,1
0.07516065635462366,0.3828012395942567,-1.3681500776473488,42,male,6,YouTube,Travel,Australia,Sub_Urban,Marketer Manager,10969,False,False,True,1,2,2,0,1,0,0,0,1
-0.7401916315160448,-0.4056668131230588,1.2705405066620146,31,female,4,Instagram,Travel,United Kingdom,Urban,Student,18772,True,False,True,0,1,2,1,2,2,1,0,1
-1.110806307820894,1.56550331867023,-0.7408565964357802,26,male,9,Facebook,Travel,Australia,Rural,Software Engineer,12824,False,False,False,1,0,2,0,0,1,0,0,0
0.1492835916155935,-0.011432786764401043,-1.286314486028373,43,female,5,Instagram,Sports,Australia,Sub_Urban,Software Engineer,11211,True,True,False,0,1,1,0,1,1,1,1,0
-1.6296668546476831,-0.011432786764401043,-1.6183911429285134,19,non-binary,5,Instagram,Sports,Australia,Sub_Urban,Marketer Manager,10229,True,True,True,2,1,1,0,1,0,1,1,1
-0.2954540199502257,-0.011432786764401043,-0.24713773790807672,37,female,5,YouTube,Lifestlye,United States,Rural,Student,14284,True,False,True,0,2,0,2,0,2,1,0,1
0.29752946213753323,-1.5883688921990322,-0.6187795362107795,45,non-binary,1,YouTube,Lifestlye,United Kingdom,Rural,Software Engineer,13185,True,True,False,2,2,0,1,0,1,1,1,0
1.7058652320959606,-1.5883688921990322,-1.5264106432575988,64,male,1,Facebook,Travel,United States,Urban,Marketer Manager,10501,False,False,False,1,0,2,2,2,0,0,0,0
-1.259052178342834,1.1712692923115724,-1.6795987548418794,24,female,8,Facebook,Sports,United States,Sub_Urban,Software Engineer,10048,False,True,True,0,0,1,2,1,1,0,1,1
1.483496426313051,1.1712692923115724,-0.4899392039511528,61,male,8,YouTube,Travel,United States,Sub_Urban,Software Engineer,13566,False,True,False,1,2,2,2,1,1,0,1,0
-1.184929243081864,0.3828012395942567,-0.662740804435849,25,non-binary,6,YouTube,Lifestlye,United States,Sub_Urban,Marketer Manager,13055,False,True,True,2,2,0,2,1,0,0,1,1
1.7058652320959606,-0.4056668131230588,1.3070621756489953,64,non-binary,4,Instagram,Lifestlye,United States,Rural,Marketer Manager,18880,True,True,True,2,1,0,2,0,0,1,1,1
0.8163900089643223,-1.1941348658403743,-1.5652994574566987,52,non-binary,2,YouTube,Travel,United Kingdom,Urban,Software Engineer,10386,False,True,False,2,2,2,1,2,1,0,1,0
-0.7401916315160448,-1.1941348658403743,-1.3681500776473488,31,male,2,Facebook,Lifestlye,Australia,Sub_Urban,Software Engineer,10969,True,False,False,1,0,0,0,1,1,1,0,0
-0.5178228257331352,1.56550331867023,1.4142600373978187,34,male,9,Instagram,Travel,United States,Rural,Marketer Manager,19197,True,False,False,1,1,2,2,0,0,1,0,0
0.8905129442252921,-0.011432786764401043,0.2722815543512059,53,male,5,Facebook,Sports,United States,Sub_Urban,Software Engineer,15820,False,True,True,1,0,1,2,1,1,0,1,1
1.1870046852691716,-0.4056668131230588,-0.6637552952410429,57,male,4,Instagram,Travel,United Kingdom,Urban,Software Engineer,13052,True,False,False,1,1,2,1,2,1,1,0,0
-1.4814209841257435,-1.5883688921990322,0.8055655542814719,21,non-binary,1,YouTube,Sports,United Kingdom,Sub_Urban,Marketer Manager,17397,False,False,False,2,2,1,1,1,0,0,0,0
-1.6296668546476831,0.7770352659529145,-0.9173779965395208,19,non-binary,7,Facebook,Sports,Australia,Urban,Software Engineer,12302,False,True,True,2,0,1,0,2,1,0,1,1
-1.3331751136038037,-0.7999008394817166,-0.9238031049724156,23,female,3,Instagram,Lifestlye,United Kingdom,Urban,Software Engineer,12283,False,False,True,0,1,0,1,2,1,0,0,1
1.3352505557911114,0.3828012395942567,1.6178345256400635,59,female,6,Instagram,Lifestlye,Australia,Sub_Urban,Student,19799,False,True,False,0,1,0,0,1,2,0,1,0
-1.4814209841257435,-0.011432786764401043,-0.21940832256610981,21,male,5,YouTube,Lifestlye,United States,Sub_Urban,Marketer Manager,14366,False,False,True,1,2,0,2,1,0,0,0,1
0.37165239739850314,-0.011432786764401043,-1.6545746483137629,46,non-binary,5,YouTube,Travel,United States,Urban,Student,10122,True,False,True,2,2,2,2,2,2,1,0,1
-0.4436998904721654,-0.011432786764401043,0.6033437204461523,35,non-binary,5,YouTube,Travel,Australia,Rural,Student,16799,False,False,True,2,2,2,0,0,2,0,0,1
0.1492835916155935,-1.5883688921990322,1.5072550278739272,43,non-binary,1,Facebook,Lifestlye,United Kingdom,Urban,Student,19472,False,False,False,2,0,0,1,2,2,0,0,0
1.483496426313051,-1.5883688921990322,-0.4354948640724129,61,female,1,Instagram,Travel,Australia,Sub_Urban,Software Engineer,13727,True,False,False,0,1,2,0,1,1,1,0,0
0.7422670737033524,-0.7999008394817166,1.1616518269045348,51,female,3,YouTube,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,18450,False,False,True,0,2,0,1,1,1,0,0,1
-1.0366833725599243,-0.4056668131230588,1.394646548497403,27,non-binary,4,Facebook,Travel,United States,Rural,Student,19139,False,False,True,2,0,2,2,0,2,0,0,1
0.8905129442252921,-0.011432786764401043,-0.01921547034117798,53,non-binary,5,Facebook,Sports,United Kingdom,Urban,Student,14958,True,True,True,2,0,1,1,2,2,1,1,1
-0.7401916315160448,-1.1941348658403743,-1.5186328804177789,31,non-binary,2,Facebook,Sports,Australia,Urban,Student,10524,True,True,False,2,0,1,0,2,2,1,1,0
0.5198982679204428,1.1712692923115724,1.3743567323935248,48,female,8,YouTube,Lifestlye,Australia,Urban,Software Engineer,19079,False,True,True,0,2,0,0,2,1,0,1,1
-0.666068696255075,-1.1941348658403743,1.1444054832162383,32,non-binary,2,YouTube,Travel,United States,Sub_Urban,Student,18399,True,True,True,2,2,2,2,1,2,1,1,1
-1.184929243081864,1.56550331867023,-1.645782394668749,25,non-binary,9,Instagram,Travel,United Kingdom,Urban,Student,10148,False,False,False,2,1,2,1,2,2,0,0,0
-0.7401916315160448,-1.1941348658403743,1.0098163697271794,31,male,2,Instagram,Sports,United Kingdom,Rural,Marketer Manager,18001,True,False,True,1,1,1,1,0,0,1,0,1
-0.07308521416731607,1.56550331867023,-1.5480531137684024,40,male,9,YouTube,Sports,United Kingdom,Sub_Urban,Marketer Manager,10437,False,False,False,1,2,1,1,1,0,0,0,0
1.1870046852691716,0.7770352659529145,-0.4280552648343242,57,female,7,Facebook,Lifestlye,United States,Sub_Urban,Software Engineer,13749,False,True,False,0,0,0,2,1,1,0,1,0
-0.2213310846892558,1.1712692923115724,1.0723766360474705,38,non-binary,8,Facebook,Sports,United Kingdom,Urban,Marketer Manager,18186,False,True,False,2,0,1,1,2,0,0,1,0
-0.5919457609941051,-1.1941348658403743,-0.18998808921548638,33,non-binary,2,Facebook,Lifestlye,Australia,Rural,Marketer Manager,14453,True,True,True,2,0,0,0,0,0,1,1,1
1.557619361574021,0.7770352659529145,0.10861037111325483,62,male,7,Instagram,Sports,United Kingdom,Sub_Urban,Marketer Manager,15336,False,False,True,1,1,1,1,1,0,0,0,1
-0.4436998904721654,0.3828012395942567,-0.1568480562458186,35,female,6,Facebook,Sports,United States,Sub_Urban,Software Engineer,14551,True,True,False,0,0,1,2,1,1,1,1,0
1.7058652320959606,-0.4056668131230588,-0.7411947600375115,64,male,4,Instagram,Travel,United Kingdom,Urban,Marketer Manager,12823,False,False,True,1,1,2,1,2,0,0,0,1
0.001037721093653793,0.7770352659529145,0.2411705029919259,41,male,7,Instagram,Sports,United Kingdom,Urban,Software Engineer,15728,False,True,False,1,1,1,1,2,1,0,1,0
0.1492835916155935,-0.4056668131230588,1.2384149644975406,43,male,4,Facebook,Sports,Australia,Rural,Student,18677,False,False,True,1,0,1,0,0,2,0,0,1
0.07516065635462366,-1.1941348658403743,1.1417001744023878,42,male,2,Facebook,Lifestlye,United Kingdom,Urban,Marketer Manager,18391,False,True,False,1,0,0,1,2,0,0,1,0
1.557619361574021,0.7770352659529145,-1.0255903490935379,62,non-binary,7,YouTube,Sports,Australia,Rural,Software Engineer,11982,False,False,False,2,2,1,0,0,1,0,0,0
1.2611276205301414,1.1712692923115724,0.669961949987219,58,non-binary,8,YouTube,Lifestlye,Australia,Sub_Urban,Marketer Manager,16996,True,True,True,2,2,0,0,1,0,1,1,1
0.37165239739850314,-1.1941348658403743,1.5718442758046063,46,male,2,Facebook,Sports,United States,Rural,Student,19663,True,True,True,1,0,1,2,0,2,1,1,1
-0.666068696255075,-0.011432786764401043,-0.914334524123939,32,female,5,Instagram,Sports,Australia,Rural,Software Engineer,12311,True,False,True,0,1,1,0,0,1,1,0,1
1.557619361574021,-1.5883688921990322,0.7474014147836876,62,female,1,Instagram,Lifestlye,Australia,Rural,Software Engineer,17225,False,False,True,0,1,0,0,0,1,0,0,1
-1.7037897899086532,0.7770352659529145,1.5887524558911714,18,female,7,Instagram,Travel,United States,Sub_Urban,Software Engineer,19713,False,True,False,0,1,2,2,1,1,0,1,0
0.07516065635462366,1.1712692923115724,-1.4915797922792746,42,female,8,Instagram,Lifestlye,Australia,Urban,Student,10604,True,False,False,0,1,0,0,2,2,1,0,0
-1.259052178342834,0.3828012395942567,1.0686568364284261,24,male,6,Instagram,Lifestlye,United States,Sub_Urban,Student,18175,False,True,True,1,1,0,2,1,2,0,1,1
-1.110806307820894,-0.011432786764401043,0.26044582829061025,26,non-binary,5,YouTube,Lifestlye,United Kingdom,Urban,Student,15785,False,False,True,2,2,0,1,2,2,0,0,1
0.001037721093653793,0.3828012395942567,1.5535834413111158,41,female,6,Facebook,Travel,United States,Rural,Software Engineer,19609,False,True,False,0,0,2,2,0,1,0,1,0
-1.7037897899086532,-1.1941348658403743,-0.14129253056617863,18,male,2,YouTube,Sports,Australia,Rural,Student,14597,True,False,True,1,2,1,0,0,2,1,0,1
1.483496426313051,-1.5883688921990322,0.9279807781082039,61,female,1,Instagram,Lifestlye,United States,Rural,Marketer Manager,17759,True,True,True,0,1,0,2,0,0,1,1,1
-1.184929243081864,0.7770352659529145,0.8512176405151979,25,female,7,Instagram,Lifestlye,Australia,Rural,Student,17532,True,True,True,0,1,0,0,0,2,1,1,1
0.001037721093653793,0.7770352659529145,1.2597192714066128,41,male,7,Instagram,Travel,United Kingdom,Rural,Software Engineer,18740,True,True,True,1,1,2,1,0,1,1,1,1
-0.9625604372989545,-1.1941348658403743,-1.4124495094741494,28,non-binary,2,Instagram,Lifestlye,United States,Urban,Marketer Manager,10838,True,False,False,2,1,0,2,2,0,1,0,0
-0.5178228257331352,-1.1941348658403743,-0.4057364671200582,34,non-binary,2,Facebook,Sports,United Kingdom,Urban,Student,13815,False,True,False,2,0,1,1,2,2,0,1,0
-1.184929243081864,-1.5883688921990322,-1.4094060370585677,25,male,1,Instagram,Travel,Australia,Rural,Marketer Manager,10847,False,False,True,1,1,2,0,0,0,0,0,1
0.8163900089643223,1.1712692923115724,-0.10341820717227261,52,non-binary,8,Facebook,Sports,Australia,Sub_Urban,Marketer Manager,14709,False,False,False,2,0,1,0,1,0,0,0,0
0.8163900089643223,1.1712692923115724,-0.171727254721996,52,male,8,Instagram,Sports,United Kingdom,Sub_Urban,Software Engineer,14507,False,False,True,1,1,1,1,1,1,0,0,1
0.6681441384423826,-1.5883688921990322,0.5275950736583402,50,male,1,Facebook,Travel,United States,Rural,Marketer Manager,16575,True,True,True,1,0,2,2,0,0,1,1,1
-1.4072980488647737,1.1712692923115724,-0.08177573666146917,22,male,8,YouTube,Lifestlye,United States,Urban,Marketer Manager,14773,True,False,True,1,2,0,2,2,0,1,0,1
1.3352505557911114,1.56550331867023,-0.1849156351895168,59,non-binary,9,Instagram,Sports,Australia,Sub_Urban,Software Engineer,14468,False,False,False,2,1,1,0,1,1,0,0,0
1.1128817500082018,-0.4056668131230588,0.0599148124639471,56,male,4,Facebook,Sports,United Kingdom,Sub_Urban,Software Engineer,15192,True,False,False,1,0,1,1,1,1,1,0,0
1.2611276205301414,-1.5883688921990322,-0.5731274499770536,58,female,1,YouTube,Sports,United Kingdom,Sub_Urban,Software Engineer,13320,False,True,False,0,2,1,1,1,1,0,1,0
0.29752946213753323,-1.5883688921990322,-0.10713800679131696,45,non-binary,1,Instagram,Sports,United States,Rural,Marketer Manager,14698,False,False,False,2,1,1,2,0,0,0,0,0
-1.259052178342834,-0.7999008394817166,-0.2380073206613315,24,non-binary,3,Instagram,Travel,United States,Sub_Urban,Marketer Manager,14311,False,False,False,2,1,2,2,1,0,0,0,0
-1.110806307820894,-0.011432786764401043,-0.4537556985659033,26,non-binary,5,Instagram,Travel,United States,Sub_Urban,Marketer Manager,13673,False,False,True,2,1,2,2,1,0,0,0,1
-1.184929243081864,-0.011432786764401043,-1.166942734617223,25,non-binary,5,Facebook,Sports,United Kingdom,Sub_Urban,Software Engineer,11564,True,False,True,2,0,1,1,1,1,1,0,1
-0.8884375020379846,1.56550331867023,-1.073609580539383,29,female,9,Facebook,Lifestlye,United States,Sub_Urban,Student,11840,False,True,False,0,0,0,2,1,2,0,1,0
0.7422670737033524,-1.1941348658403743,0.3527644915632562,51,non-binary,2,YouTube,Sports,United States,Urban,Marketer Manager,16058,True,True,False,2,2,1,2,2,0,1,1,0
0.6681441384423826,-1.1941348658403743,0.7156140362209451,50,non-binary,2,Facebook,Lifestlye,Australia,Rural,Student,17131,False,False,False,2,0,0,0,0,2,0,0,0
-0.07308521416731607,0.3828012395942567,-1.4503238328680554,40,male,6,Facebook,Sports,United States,Rural,Software Engineer,10726,False,False,True,1,0,1,2,0,1,0,0,1
0.001037721093653793,1.56550331867023,1.4950811382116003,41,non-binary,9,Instagram,Lifestlye,United States,Urban,Marketer Manager,19436,False,False,False,2,1,0,2,2,0,0,0,0
0.9646358794862621,-1.5883688921990322,0.5688510330695592,54,female,1,Instagram,Sports,United Kingdom,Urban,Student,16697,False,False,True,0,1,1,1,2,2,0,0,1
0.8163900089643223,1.56550331867023,1.434549853501697,52,female,9,Instagram,Lifestlye,United Kingdom,Rural,Marketer Manager,19257,True,True,True,0,1,0,1,0,0,1,1,1
1.483496426313051,1.56550331867023,-1.6004684720367544,61,female,9,Instagram,Sports,Australia,Sub_Urban,Marketer Manager,10282,False,True,False,0,1,1,0,1,0,0,1,0
1.1870046852691716,1.56550331867023,-1.3302757542534427,57,female,9,Instagram,Sports,United States,Sub_Urban,Marketer Manager,11081,True,True,True,0,1,1,2,1,0,1,1,1
-0.14720814942828594,-0.011432786764401043,-0.3820650149988669,39,non-binary,5,Instagram,Lifestlye,Australia,Rural,Student,13885,False,True,True,2,1,0,0,0,2,0,1,1
0.2234065268765634,1.56550331867023,-0.7215812711370959,44,non-binary,9,Instagram,Travel,United Kingdom,Sub_Urban,Software Engineer,12881,False,False,False,2,1,2,1,1,1,0,0,0
0.8163900089643223,-0.4056668131230588,-0.6914847105830099,52,female,4,YouTube,Lifestlye,Australia,Urban,Marketer Manager,12970,False,False,True,0,2,0,0,2,0,0,0,1
-1.7037897899086532,-1.1941348658403743,1.4639700868523202,18,female,2,YouTube,Travel,United Kingdom,Sub_Urban,Software Engineer,19344,True,True,False,0,2,2,1,1,1,1,1,0
0.8163900089643223,0.3828012395942567,0.6662421503681747,52,non-binary,6,YouTube,Sports,Australia,Sub_Urban,Software Engineer,16985,False,True,True,2,2,1,0,1,1,0,1,1
0.9646358794862621,-0.4056668131230588,-1.3755896768854374,54,female,4,YouTube,Lifestlye,Australia,Sub_Urban,Student,10947,False,False,False,0,2,0,0,1,2,0,0,0
1.7058652320959606,0.3828012395942567,-0.08617186348397612,64,male,6,Instagram,Lifestlye,United States,Rural,Student,14760,False,False,False,1,1,0,2,0,2,0,0,0
-0.7401916315160448,-0.7999008394817166,1.6550325218305069,31,female,3,YouTube,Lifestlye,Australia,Urban,Software Engineer,19909,False,False,True,0,2,0,0,2,1,0,0,1
-1.5555439193867133,0.3828012395942567,-1.673511810010716,20,female,6,Instagram,Travel,United States,Sub_Urban,Marketer Manager,10066,False,False,False,0,1,2,2,1,0,0,0,0
-1.7037897899086532,-1.1941348658403743,1.2894776683589675,18,male,2,YouTube,Travel,United States,Rural,Student,18828,True,False,True,1,2,2,2,0,2,1,0,1
-1.4072980488647737,-1.1941348658403743,1.1802508249997565,22,male,2,Facebook,Sports,United States,Sub_Urban,Marketer Manager,18505,True,True,True,1,0,1,2,1,0,1,1,1
0.1492835916155935,1.56550331867023,-1.5051063363485266,43,non-binary,9,YouTube,Travel,United States,Urban,Marketer Manager,10564,False,True,False,2,2,2,2,2,0,0,1,0
-0.7401916315160448,0.7770352659529145,1.6158055440296757,31,non-binary,7,YouTube,Travel,Australia,Sub_Urban,Marketer Manager,19793,False,False,True,2,2,2,0,1,0,0,0,1
1.1128817500082018,-0.7999008394817166,1.353390589086184,56,male,3,Instagram,Sports,United Kingdom,Urban,Software Engineer,19017,True,False,False,1,1,1,1,2,1,1,0,0
0.2234065268765634,-1.5883688921990322,-0.4547701893710972,44,male,1,YouTube,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,13670,False,True,True,1,2,0,1,1,0,0,1,1
-1.110806307820894,1.1712692923115724,1.4210233094324447,26,non-binary,8,Facebook,Lifestlye,United Kingdom,Urban,Software Engineer,19217,True,False,True,2,0,0,1,2,1,1,0,1
-0.666068696255075,0.3828012395942567,-0.9346243402278173,32,female,6,Instagram,Sports,Australia,Sub_Urban,Software Engineer,12251,False,True,False,0,1,1,0,1,1,0,1,0
-0.666068696255075,0.7770352659529145,-1.4239470719330138,32,male,7,Instagram,Lifestlye,United States,Urban,Marketer Manager,10804,False,True,True,1,1,0,2,2,0,0,1,1
0.1492835916155935,1.56550331867023,-0.1297949681073143,43,non-binary,9,YouTube,Travel,United Kingdom,Sub_Urban,Marketer Manager,14631,True,True,True,2,2,2,1,1,0,1,1,1
1.3352505557911114,-0.011432786764401043,1.5447911876661018,59,female,5,Instagram,Sports,Australia,Sub_Urban,Marketer Manager,19583,False,True,True,0,1,1,0,1,0,0,1,1
-0.8143145667770147,-1.5883688921990322,-1.278198559586822,30,male,1,Instagram,Sports,United States,Rural,Marketer Manager,11235,True,False,True,1,1,1,2,0,0,1,0,1
0.5940212031814127,0.7770352659529145,0.5766287959093792,49,female,7,Instagram,Sports,United Kingdom,Rural,Software Engineer,16720,True,False,True,0,1,1,1,0,1,1,0,1
1.1128817500082018,-0.011432786764401043,0.6395272258314018,56,non-binary,5,Instagram,Lifestlye,United States,Urban,Marketer Manager,16906,True,True,True,2,1,0,2,2,0,1,1,1
0.5940212031814127,-0.7999008394817166,0.3385616202905414,49,male,3,Instagram,Sports,United Kingdom,Sub_Urban,Marketer Manager,16016,False,False,True,1,1,1,1,1,0,0,0,1
-1.4814209841257435,1.56550331867023,-0.495687985180585,21,female,9,Instagram,Sports,United Kingdom,Urban,Software Engineer,13549,True,False,True,0,1,1,1,2,1,1,0,1
0.445775332659473,-1.5883688921990322,0.9885120628181072,47,male,1,Facebook,Sports,United Kingdom,Rural,Student,17938,True,False,False,1,0,1,1,0,2,1,0,0
0.9646358794862621,-1.5883688921990322,-0.29549513295565316,54,female,1,YouTube,Lifestlye,United States,Urban,Student,14141,False,False,True,0,2,0,2,2,2,0,0,1
-0.07308521416731607,-1.5883688921990322,0.65981704193528,40,non-binary,1,Facebook,Travel,Australia,Urban,Software Engineer,16966,False,True,True,2,0,2,0,2,1,0,1,1
1.1128817500082018,-0.7999008394817166,1.5322791344020437,56,non-binary,3,Instagram,Sports,United States,Rural,Student,19546,False,False,False,2,1,1,2,0,2,0,0,0
